Evidence,Property,Source,Genome Name,Source Organism,Gene,Product,Function,Classification,PubMed,Subject Coverage,Query Coverage,Identity,E-value
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,pilX,Type IV fimbrial biogenesis protein PilX,,"Adherence,Twitching motility",,100,100,99,1.00E-107
BLAT,Antibiotic Resistance,CARD,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,nalD,"Transcriptional regulator, AcrR family",,"efflux pump conferring antibiotic resistance,gene modulating antibiotic efflux",,100,100,100,1.00E-120
BLAT,Virulence Factor,Victors,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,PA2972,Maf-like protein YceF,,,14641575,100,100,100,1.00E-103
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa,,"Heme ABC transporter, ATPase component HmuV",the atp-binding cassette (abc) superfamily.,3.A.1.14.21,10984043;8633080,100,100,99,1.00E-143
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,vgrG1a,VgrG protein,,"Secretion system,Type VI secretion system",,100,99,99,0
BLAT,Virulence Factor,Victors,Pseudomonas aeruginosa ,Pseudomonas aeruginosa,pgk,Phosphoglycerate kinase (EC 2.7.2.3),,,14641575,100,100,100,1.00E-215
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,pvdD,Pyoverdine sidechain non-ribosomal peptide synthetase PvdD @ Siderophore biosynthesis non-ribosomal peptide synthetase modules,,"Iron uptake,Siderophore,Pigment",,6,100,100,2.00E-94
BLAT,Virulence Factor,Victors,Pseudomonas aeruginosa ,Pseudomonas aeruginosa UCBPP-PA14,fabF1,"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)",,,18591226,100,100,100,1.00E-240
K-mer Search,Antibiotic Resistance,PATRIC,Pseudomonas aeruginosa ,,MacB,Macrolide export ATP-binding/permease protein MacB,Macrolide export ATP-binding/permease protein MacB,efflux pump conferring antibiotic resistance,11544226,,,,
BLAT,Drug Target,DrugBank,Pseudomonas aeruginosa ,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),algC,Phosphoglucomutase (EC 5.4.2.2) @ Phosphomannomutase (EC 5.4.2.8),alpha-D-glucose 6-phosphate;Alpha-D-Glucose-1-Phosphate;D-Mannose 1-Phosphate;alpha-D-mannose 6-phosphate;Phosphonoserine,Drug target,,100,53,100,1.00E-272
BLAT,Drug Target,DrugBank,Pseudomonas aeruginosa ,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),exaA,"Quino(hemo)protein alcohol dehydrogenase, PQQ-dependent (EC 1.1.2.8)",Pyrroloquinoline Quinone,Drug target,,100,100,100,0
K-mer Search,Antibiotic Resistance,PATRIC,Pseudomonas aeruginosa ,,MexEF-OprN,"Multidrug efflux system, membrane fusion component => MexE of MexEF-OprN system","Multidrug efflux system, membrane fusion component => MexE of MexEF-OprN system",efflux pump conferring antibiotic resistance,9044268,,,,
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),,"Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)",the p-type atpase (p-atpase) superfamily.,3.A.3.5.34,,100,100,99,0
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa MH38,,"Dipeptide ABC transporter, permease protein DppC (TC 3.A.1.5.2)",the atp-binding cassette (abc) superfamily.,3.A.1.5.39,,100,100,100,1.00E-170
BLAT,Virulence Factor,Victors,Pseudomonas aeruginosa ,Pseudomonas aeruginosa UCBPP-PA14,PA14_37650,hypothetical protein,,,18591226,100,100,99,0
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),,probable glucosyl transferase,the glycan glucosyl transferase (opgh) family.,4.D.3.1.11,,100,100,99,0
K-mer Search,Antibiotic Resistance,PATRIC,Pseudomonas aeruginosa ,,TriABC-OpmH,"Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => TriC of TriABC-OpmH system","Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => TriC of TriABC-OpmH system",efflux pump conferring antibiotic resistance,17720796,,,,
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,algL,Alginate lyase AlgL (EC 4.2.2.3),,"Antiphagocytosis,Serum resistance",,100,100,100,1.00E-216
BLAT,Virulence Factor,Victors,Pseudomonas aeruginosa ,Pseudomonas aeruginosa,phzM,Phenazine-specific methyltransferase PhzM,,,15213173,100,100,100,1.00E-190
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,rhlA,"RhlA, 3-(3-hydroxyalkanoyloxy)alkanoic acids (HAAs) synthase",,Biosurfactant,,100,100,99,1.00E-169
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),,Type cbb3 cytochrome oxidase biogenesis protein CcoI; Copper-translocating P-type ATPase (EC 3.6.3.4),the p-type atpase (p-atpase) superfamily.,3.A.3.27.5,,100,100,99,0
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,pvdQ,"Acyl-homoserine lactone acylase PvdQ (EC 3.5.1.-), quorum-quenching",,,,100,100,99,0
BLAT,Virulence Factor,Victors,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,wbpX,Mannosyltransferase,,,14641575,100,100,100,1.00E-275
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,exsD,Type III secretion negative regulator (LscZ),,"Secretion system,Type III secretion system",,100,100,99,1.00E-160
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),,"ABC transporter, substrate-binding protein (cluster 3, basic aa/glutamine/opines)",the atp-binding cassette (abc) superfamily.,3.A.1.3.23,,100,100,99,1.00E-141
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,pchH,"ABC efflux pump, fused inner membrane and ATPase subunits in pyochelin gene cluster @ Putative ABC iron siderophore transporter, fused permease and ATPase domains",,"Iron uptake,Siderophore",,100,100,99,0
K-mer Search,Antibiotic Resistance,PATRIC,Pseudomonas aeruginosa ,,OccD6/OprQ,"Outer membrane low permeability porin, OprD family => OccD6/OprQ involved in adhesion","Outer membrane low permeability porin, OprD family => OccD6/OprQ involved in adhesion",protein modulating permeability to antibiotic,20093292,,,,
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa,,"Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => MexF of MexEF-OprN system",the resistance-nodulation-cell division (rnd) superfamily.,2.A.6.2.16,10984043,100,100,100,0
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa,,"Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => MexW of MexVW-OprM system",the resistance-nodulation-cell division (rnd) superfamily.,2.A.6.2.33,10984043,100,100,100,0
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),,"4-hydroxyproline ABC transporter, substrate-binding protein",the atp-binding cassette (abc) superfamily.,3.A.1.3.21,,100,100,100,1.00E-154
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa,,"Arginine/ornithine ABC transporter, ATP-binding protein AotP",the atp-binding cassette (abc) superfamily.,3.A.1.3.11,10984043;9286980;9791103,100,100,100,1.00E-141
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,vgrG1b,VgrG protein,,,,100,100,98,0
BLAT,Antibiotic Resistance,CARD,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,PmrA,Two-component system response regulator QseB,,"gene altering cell wall charge conferring antibiotic resistance,polymyxin resistance gene",,100,100,99,1.00E-121
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,pvcD,hypothetical protein,,,,100,100,99,1.00E-122
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,pilU,Type IV pilus assembly ATPase component PilU,,"Adherence,Twitching motility",,100,100,100,1.00E-218
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),,hypothetical protein,the drug/metabolite transporter (dmt) superfamily.,2.A.7.2.6,,100,100,100,2.00E-73
BLAT,Virulence Factor,Victors,Pseudomonas aeruginosa ,Pseudomonas aeruginosa,PA5312,Aldehyde dehydrogenase (EC 1.2.1.3),,,14641575,100,100,100,1.00E-289
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,hsiF1,T6SS lysozyme-like component TssE,,"Secretion system,Type VI secretion system",,100,100,100,7.00E-91
BLAT,Virulence Factor,Victors,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1 ,hfq,RNA-binding protein Hfq,,,14521880,100,100,100,4.00E-40
K-mer Search,Antibiotic Resistance,PATRIC,Pseudomonas aeruginosa ,,OccD5/OpdI,"Outer membrane low permeability porin, OprD family => OccD5/OpdI","Outer membrane low permeability porin, OprD family => OccD5/OpdI",protein modulating permeability to antibiotic,22272184,,,,
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa,,"Multidrug efflux system MdtABC-TolC, inner-membrane proton/drug antiporter MdtB (RND type)",the resistance-nodulation-cell division (rnd) superfamily.,2.A.6.2.39,10984043,100,100,100,0
BLAT,Virulence Factor,Victors,Pseudomonas aeruginosa ,Pseudomonas aeruginosa,PA4887,Uncharacterized MFS-type transporter,,,14641575,100,100,100,1.00E-258
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,pilE,Type IV pilus biogenesis protein PilE,,"Adherence,Twitching motility",,100,100,100,9.00E-76
BLAT,Drug Target,DrugBank,Pseudomonas aeruginosa ,Pseudomonas fragi,fadB,Enoyl-CoA hydratase (EC 4.2.1.17) / Delta(3)-cis-delta(2)-trans-enoyl-CoA isomerase (EC 5.3.3.8) / 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35) / 3-hydroxybutyryl-CoA epimerase (EC 5.1.2.3),"3,6,9,12,15-PENTAOXATRICOSAN-1-OL",Drug target,,100,100,86,0
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),,"Branched-chain amino acid ABC transporter, substrate-binding protein LivJ (TC 3.A.1.4.1)",the atp-binding cassette (abc) superfamily.,3.A.1.4.8,,100,100,100,1.00E-214
K-mer Search,Antibiotic Resistance,PATRIC,Pseudomonas aeruginosa ,,MexXY-OMP,"Multidrug efflux system, membrane fusion component => MexX of of MexXY/AxyXY","Multidrug efflux system, membrane fusion component => MexX of of MexXY/AxyXY",efflux pump conferring antibiotic resistance,9925549,,,,
BLAT,Drug Target,DrugBank,Pseudomonas aeruginosa ,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),rmlC,"dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13)",D-tartaric acid,Drug target,,100,100,99,1.00E-105
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,chpC,probable chemotaxis protein,,"Adherence,Twitching motility",,100,100,97,8.00E-87
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,pvdD,Pyoverdine sidechain non-ribosomal peptide synthetase PvdD @ Siderophore biosynthesis non-ribosomal peptide synthetase modules,,"Iron uptake,Siderophore,Pigment",,9,99,99,1.00E-127
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa,,"Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => MexB of MexAB-OprM",the resistance-nodulation-cell division (rnd) superfamily.,2.A.6.2.6,10187844;10984043;15253424;7968531;8226684;8540696;9603892;9989496,100,100,100,0
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa,,"Type I secretion system ATPase @ ABC-type protease exporter, ATP-binding component PrtD/AprD",the atp-binding cassette (abc) superfamily.,3.A.1.110.4,10984043;1427098,100,100,99,0
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,popB,Type III secretion host injection protein (YopB),,"Secretion system,Type III secretion system",,100,100,99,1.00E-209
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas chlororaphis,,Na+/H+-dicarboxylate symporter,the dicarboxylate/amino acid:cation (na(+) or h(+)) symporter (daacs) family.,2.A.23.1.10,,95,96,82,1.00E-200
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),,"4-hydroxyproline ABC transporter, ATP-binding protein",the atp-binding cassette (abc) superfamily.,3.A.1.3.21,,100,100,98,1.00E-131
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,pilC,Type IV fimbrial assembly protein PilC,,"Adherence,Twitching motility",,99,91,98,1.00E-204
BLAT,Virulence Factor,Victors,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,cca,CCA tRNA nucleotidyltransferase (EC 2.7.7.72),,,14641575,100,100,99,1.00E-237
K-mer Search,Antibiotic Resistance,PATRIC,Pseudomonas aeruginosa ,,MexAB-OprM,"Multidrug efflux system, outer membrane factor lipoprotein => OprM of MexAB-OprM","Multidrug efflux system, outer membrane factor lipoprotein => OprM of MexAB-OprM",efflux pump conferring antibiotic resistance,8226684,,,,
BLAT,Antibiotic Resistance,CARD,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,mexK,"Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => MexK of MexJK-OprM/OpmH system",,efflux pump conferring antibiotic resistance,,100,100,100,0
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,aprA,"Secreted alkaline metalloproteinase (EC 3.4.24.-), PrtA/B/C/G homolog",,Protease,,100,100,100,1.00E-282
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,pilQ,Type IV pilus biogenesis protein PilQ,,"Adherence,Twitching motility",,100,100,99,0
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,pilG,twitching motility protein PilG,,"Adherence,Twitching motility",,100,100,100,4.00E-71
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa MH38,,"Dipeptide ABC transporter, substrate-binding protein DppA (TC 3.A.1.5.2)",the atp-binding cassette (abc) superfamily.,3.A.1.5.39,,100,100,100,0
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,flgN,Flagellar biosynthesis protein FlgN,,,,100,100,99,6.00E-81
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,pchC,"Pyochelin biosynthetic protein PchC, predicted thioesterase @ Thioesterase in siderophore biosynthesis gene cluster",,"Iron uptake,Siderophore",,100,100,99,1.00E-142
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa,,Type III secretion host injection and negative regulator protein (YopD),the bacterial type iii-target cell pore (iiitcp) family.,1.C.36.2.2,10984043;12949185;9371466,100,100,100,1.00E-159
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,algG,Poly (beta-D-mannuronate) C5 epimerase AlgG (EC 5.1.3.-),,"Antiphagocytosis,Serum resistance",,100,100,100,0
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa,,"Multidrug efflux system, membrane fusion component => TriA of TriABC-OpmH system",the resistance-nodulation-cell division (rnd) superfamily.,2.A.6.2.27,10984043,95,100,100,1.00E-203
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa,,"Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => MexI of MexHI-OpmD system",the resistance-nodulation-cell division (rnd) superfamily.,2.A.6.2.32,10984043,100,100,99,0
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,flgB,Flagellar basal-body rod protein FlgB,,,,100,100,100,1.00E-70
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas stutzeri (strain ATCC 17588 / DSM 5190 / CCUG 11256 / JCM 5965 / LMG 11199 / NCIMB 11358 / Stanier 221),,Cytochrome c oxidase (cbb3-type) subunit CcoO (EC 1.9.3.1),the proton-translocating cytochrome oxidase (cox) superfamily.,3.D.4.3.3,20576851;22328767,98,99,85,1.00E-99
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,pscQ,"Type III secretion inner membrane protein (YscQ,homologous to flagellar export components)",,"Secretion system,Type III secretion system",,100,100,98,1.00E-175
BLAT,Drug Target,DrugBank,Pseudomonas aeruginosa ,Pseudomonas aeruginosa,pcrV,"Type III secretion cytoplasmic LcrG inhibitor (LcrV,secretion and targeting control protein, V antigen)",KB001,Drug target,,100,100,100,1.00E-163
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),,"Glutamate/aspartate ABC transporter, ATP-binding protein GltL (TC 3.A.1.3.4)",the atp-binding cassette (abc) superfamily.,3.A.1.3.22,,100,100,100,1.00E-137
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),,Uncharacterized MFS-type transporter,the major facilitator superfamily (mfs).,2.A.1.51.4,,100,100,99,1.00E-225
BLAT,Antibiotic Resistance,CARD,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,catB7,Chloramphenicol O-acetyltransferase (EC 2.3.1.28) => CatB family,,"antibiotic inactivation enzyme,chloramphenicol resistance gene",,100,100,99,1.00E-126
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa,,Two-component sensor CbrA: intrcellular carbon:nitrogen balance,the solute:sodium symporter (sss) family.,2.A.21.9.1,10984043;11401699,100,100,99,0
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,pilP,Type IV pilus biogenesis protein PilP,,"Adherence,Twitching motility",,100,100,100,2.00E-95
K-mer Search,Antibiotic Resistance,PATRIC,Pseudomonas aeruginosa ,,MexPQ-OpmE system,"Multidrug efflux system, outer membrane factor lipoprotein => OpmE of MexPQ-OpmE system","Multidrug efflux system, outer membrane factor lipoprotein => OpmE of MexPQ-OpmE system",efflux pump conferring antibiotic resistance,16301811,,,,
BLAT,Virulence Factor,Victors,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,mucC,Sigma factor RpoE regulatory protein RseC,,,14641575,100,100,100,5.00E-79
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,pvdN,"Pyoverdin biosynthesis protein PvdN, putative aminotransferase, class V",,,,100,100,96,1.00E-244
K-mer Search,Antibiotic Resistance,PATRIC,Pseudomonas aeruginosa ,,MurA,UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7),UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7),antibiotic target in susceptible species,8994972,,,,
BLAT,Drug Target,TTD,Pseudomonas aeruginosa ,,,Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18),,,,100,100,100,1.00E-122
K-mer Search,Antibiotic Resistance,PATRIC,Pseudomonas aeruginosa ,,,"Aminoglycoside 6-phosphotransferase, putative","Aminoglycoside 6-phosphotransferase, putative",antibiotic inactivation enzyme,,,,,
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,pilY2,Type IV fimbrial biogenesis protein PilY2,,"Adherence,Twitching motility",,100,100,100,2.00E-61
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),,"Branched-chain amino acid ABC transporter, permease protein LivH (TC 3.A.1.4.1)",the atp-binding cassette (abc) superfamily.,3.A.1.4.8,,100,100,100,1.00E-169
BLAT,Drug Target,DrugBank,Pseudomonas aeruginosa ,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),lasR,"N-(3-oxododecanoyl)-L-homoserine lactone-binding transcriptional activator @ Acyl-homoserine lactone-binding transcriptional activator, LuxR family @ Transcriptional regulator LasR",N-3-OXO-DODECANOYL-L-HOMOSERINE LACTONE,Drug target,,100,100,100,1.00E-137
BLAT,Antibiotic Resistance,CARD,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,amrB,"Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => MexY of MexXY/AxyXY",,efflux pump conferring antibiotic resistance,,100,100,99,0
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,fliQ,Flagellar biosynthesis protein FliQ,,"Adherence,Motility",,100,100,100,4.00E-42
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),,"PTS system, N-acetylglucosamine-specific IIC component / PTS system, N-acetylglucosamine-specific IIB component (EC 2.7.1.193) / PTS system, inactive IIB catalytic domain",the pts glucose-glucoside (glc) family.,4.A.1.1.15,,100,100,99,0
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa,,"Type I secretion system ATPase, LssB family LapB",the atp-binding cassette (abc) superfamily.,3.A.1.109.4,10984043,100,100,100,0
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,hsiE1,T6SS associated component TagJ (ImpE),,"Secretion system,Type VI secretion system",,92,100,100,1.00E-146
K-mer Search,Antibiotic Resistance,PATRIC,Pseudomonas aeruginosa ,,OccD3/OpdP,"Outer membrane low permeability porin, OprD family => OccD3/OpdP Gly-Glu dipeptide","Outer membrane low permeability porin, OprD family => OccD3/OpdP Gly-Glu dipeptide",protein modulating permeability to antibiotic,16790014,,,,
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,mucP,"Intramembrane protease RasP/YluC, implicated in cell division based on FtsL cleavage",,,,100,100,100,1.00E-259
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa MH38,,"Dipeptide ABC transporter, substrate-binding protein DppA (TC 3.A.1.5.2)",the atp-binding cassette (abc) superfamily.,3.A.1.5.39,,100,100,100,0
BLAT,Antibiotic Resistance,CARD,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,TriC,"Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => TriC of TriABC-OpmH system",,efflux pump conferring antibiotic resistance,,100,100,99,0
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,pilJ,twitching motility protein PilJ,,"Adherence,Twitching motility",,100,100,100,0
K-mer Search,Antibiotic Resistance,PATRIC,Pseudomonas aeruginosa ,,Alr,Alanine racemase (EC 5.1.1.1),Alanine racemase (EC 5.1.1.1),antibiotic target in susceptible species,19748470;24303782,,,,
BLAT,Virulence Factor,Victors,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,aprF,"Type I secretion outer membrane protein, TolC family @ ABC-type protease exporter, outer membrane component PrtF/AprF",,,14641575,100,100,99,1.00E-275
K-mer Search,Antibiotic Resistance,PATRIC,Pseudomonas aeruginosa ,,OprF,Nonspecific porin and structural outer membrane protein OprF,Nonspecific porin and structural outer membrane protein OprF,protein modulating permeability to antibiotic,16595653;2447060;16617058,,,,
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas stutzeri (strain A1501),,"FIG01964566: Predicted membrane protein, hemolysin III homolog",the hly iii (hly iii) family.,1.C.113.1.3,,100,100,80,1.00E-97
BLAT,Antibiotic Resistance,CARD,Pseudomonas aeruginosa ,Pseudomonas aeruginosa,oprJ,"Multidrug efflux system, outer membrane factor lipoprotein => OprJ of MexCD-OprJ system",,efflux pump conferring antibiotic resistance,,100,100,99,1.00E-264
BLAT,Antibiotic Resistance,CARD,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,TriA,"Multidrug efflux system, membrane fusion component => TriA of TriABC-OpmH system",,efflux pump conferring antibiotic resistance,,95,100,100,1.00E-203
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,pcrV,"Type III secretion cytoplasmic LcrG inhibitor (LcrV,secretion and targeting control protein, V antigen)",,"Secretion system,Type III secretion system",,100,100,100,1.00E-163
K-mer Search,Antibiotic Resistance,PATRIC,Pseudomonas aeruginosa ,,OccK6/OpdQ,"Outer membrane low permeability porin, OprD family => OccK6/OpdQ","Outer membrane low permeability porin, OprD family => OccK6/OpdQ",protein modulating permeability to antibiotic,22272184,,,,
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,pscD,"Type III secretion inner membrane protein (YscD,homologous to flagellar export components)",,"Secretion system,Type III secretion system",,100,100,99,1.00E-247
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa,,"Multidrug efflux system, membrane fusion component => MexH of MexHI-OpmD system",the resistance-nodulation-cell division (rnd) superfamily.,2.A.6.2.32,10984043,100,100,100,1.00E-203
BLAT,Virulence Factor,VFDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,pscU,"Type III secretion inner membrane protein (YscU,SpaS,EscU,HrcU,SsaU, homologous to flagellar export components)",,"Secretion system,Type III secretion system",,100,100,99,1.00E-193
BLAT,Virulence Factor,Victors,Pseudomonas aeruginosa ,Pseudomonas aeruginosa,PA4115,Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase PpnN (EC 3.2.2.4) (EC 3.2.2.10),,,14641575,100,100,99,1.00E-271
BLAT,Antibiotic Resistance,CARD,Pseudomonas aeruginosa ,Pseudomonas aeruginosa PAO1,amrA,"Multidrug efflux system, membrane fusion component => MexX of of MexXY/AxyXY",,efflux pump conferring antibiotic resistance,,100,100,99,1.00E-218
BLAT,Transporter,TCDB,Pseudomonas aeruginosa ,Pseudomonas aeruginosa,,Type IV pilus biogenesis protein PilE,the outer membrane protein secreting main terminal branch (mtb) family.,3.A.15.2.1,10984043;1676385;1898929;1971619;2997119;7565109;7854122;7854130;8057924;8330261;8340405;8682785;8845350;9224881;9668097,100,100,100,9.00E-76
