Genome,Feature Type,Start,End,Length,Strand,AA Length,Gene Symbol,Product,GO
Pseudomonas aeruginosa ,CDS,122149,122772,624,+,207,,2-amino-2-deoxy-isochorismate hydrolase PhzD (EC 3.-.-.-),GO:0003923|GPI-anchor transamidase activity;GO:0003923|coenzyme F390-A hydrolase activity;GO:0003923|coenzyme F390-G hydrolase activity
Pseudomonas aeruginosa ,CDS,1221559,1222041,483,+,160,,"Alginate regulatory protein AlgQ, positive transcriptional regulator of AlgD",
Pseudomonas aeruginosa ,CDS,1222103,1222732,630,-,209,,FKBP-type peptidyl-prolyl cis-trans isomerase FklB (EC 5.2.1.8),GO:0003755|peptidyl-prolyl cis-trans isomerase activity
Pseudomonas aeruginosa ,CDS,1222858,1223916,1059,+,352,,"Alginate regulatory protein AlgP, positive transcriptional regulator of AlgD",
Pseudomonas aeruginosa ,CDS,1223913,1224392,480,-,159,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,1224438,1226354,1917,+,638,,Bis-ABC ATPase YheS,
Pseudomonas aeruginosa ,CDS,1226354,1226932,579,+,192,,Small-conductance mechanosensitive channel,
Pseudomonas aeruginosa ,CDS,1226939,1227697,759,+,252,,UPF0053 inner membrane protein YgdQ,
Pseudomonas aeruginosa ,CDS,122769,124652,1884,+,627,,2-Amino-2-deoxy-isochorismate synthase (EC 2.6.1.86) PhzE,
Pseudomonas aeruginosa ,CDS,1227927,1228556,630,+,209,,Homoserine/homoserine lactone efflux protein,
Pseudomonas aeruginosa ,CDS,1228604,1230562,1959,+,652,,High-affinity Fe2+/Pb2+ permease,
Pseudomonas aeruginosa ,CDS,1230629,1231111,483,+,160,,Protein YaiI,
Pseudomonas aeruginosa ,CDS,1231096,1231569,474,-,157,,Uncharacterized protein YigI,
Pseudomonas aeruginosa ,CDS,1231665,1232333,669,-,222,,Enhancing lycopene biosynthesis protein 2,
Pseudomonas aeruginosa ,CDS,1232498,1233088,591,-,196,,DedA family protein,
Pseudomonas aeruginosa ,CDS,1233332,1234345,1014,+,337,,Porphobilinogen synthase (EC 4.2.1.24),GO:0004655|porphobilinogen synthase activity
Pseudomonas aeruginosa ,CDS,1234363,1236573,2211,+,736,,Polyphosphate kinase (EC 2.7.4.1),GO:0008976|polyphosphate kinase activity
Pseudomonas aeruginosa ,CDS,1236560,1238065,1506,-,501,,Exopolyphosphatase (EC 3.6.1.11),GO:0004309|exopolyphosphatase activity
Pseudomonas aeruginosa ,CDS,1238264,1238590,327,+,108,,Thioredoxin,
Pseudomonas aeruginosa ,CDS,1238674,1238787,114,-,37,,FIG00958613: hypothetical protein,
Pseudomonas aeruginosa ,CDS,1238836,1240095,1260,+,419,,Transcription termination factor Rho,
Pseudomonas aeruginosa ,CDS,1240166,1242154,1989,+,662,,O-antigen acetylase,
Pseudomonas aeruginosa ,CDS,1242233,1243699,1467,+,488,,3-polyprenyl-4-hydroxybenzoate carboxy-lyase (EC 4.1.1.98),
Pseudomonas aeruginosa ,CDS,1243699,1244667,969,+,322,,"2-polyprenylphenol hydroxylase and related flavodoxin oxidoreductases / CDP-6-deoxy-delta-3,4-glucoseen reductase-like",
Pseudomonas aeruginosa ,CDS,1244704,1246050,1347,-,448,,Glycerol-3-phosphate transporter,
Pseudomonas aeruginosa ,CDS,1246316,1247293,978,-,325,,Putative Zn-dependent oxidoreductase PA5234,
Pseudomonas aeruginosa ,CDS,124666,125502,837,+,278,,"Trans-2,3-dihydro-3-hydroxyanthranilate isomerase (EC 5.3.3.17)",
Pseudomonas aeruginosa ,CDS,1247448,1247867,420,+,139,,Similar to flagellar basal body-associated protein FliL,
Pseudomonas aeruginosa ,CDS,1248074,1249147,1074,+,357,,HlyD-like membrane fusion protein YhiI,
Pseudomonas aeruginosa ,CDS,1249144,1251894,2751,+,916,,Ribosome-associated ATPase RbbA,
Pseudomonas aeruginosa ,CDS,1251898,1253022,1125,+,374,,Inner membrane transport permease YhhJ,
Pseudomonas aeruginosa ,CDS,1253032,1253490,459,-,152,,Protein of unknown function DUF55,
Pseudomonas aeruginosa ,CDS,1253675,1253806,132,+,43,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,1253857,1254468,612,-,203,,5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2),GO:0030272|5-formyltetrahydrofolate cyclo-ligase activity
Pseudomonas aeruginosa ,CDS,1254690,1255004,315,-,104,,Z-ring-associated protein ZapA,
Pseudomonas aeruginosa ,CDS,1255001,1255210,210,-,69,,FIG019278: hypothetical protein,
Pseudomonas aeruginosa ,CDS,125528,126172,645,+,214,,Pyridoxamine 5'-phosphate oxidase PhzG (EC 1.4.3.5),GO:0004733|pyridoxamine-phosphate oxidase activity
Pseudomonas aeruginosa ,CDS,1255399,1255953,555,+,184,,FIG001590: Putative conserved exported protein precursor,
Pseudomonas aeruginosa ,CDS,1255963,1257297,1335,+,444,,Xaa-Pro aminopeptidase (EC 3.4.11.9),
Pseudomonas aeruginosa ,CDS,1257305,1258489,1185,+,394,,2-polyprenyl-6-methoxyphenol hydroxylase,
Pseudomonas aeruginosa ,CDS,1258494,1258976,483,+,160,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,1259005,1260222,1218,+,405,,2-polyprenylphenol hydroxylase,
Pseudomonas aeruginosa ,CDS,1260259,1261080,822,-,273,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,1261119,1262312,1194,-,397,,Uncharacterized MFS-type transporter,
Pseudomonas aeruginosa ,CDS,1262409,1263323,915,+,304,,LysR family transcriptional regulator PA5218,
Pseudomonas aeruginosa ,CDS,1263391,1264389,999,+,332,,"Ferric iron ABC transporter, iron-binding protein",
Pseudomonas aeruginosa ,CDS,126410,127618,1209,+,402,,FAD-dependent monooxygenase PhzS,
Pseudomonas aeruginosa ,CDS,1264457,1266076,1620,+,539,,"Ferric iron ABC transporter, permease protein",
Pseudomonas aeruginosa ,CDS,1266227,1267309,1083,+,360,,Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10),GO:0004047|aminomethyltransferase activity
Pseudomonas aeruginosa ,CDS,1267317,1267745,429,+,142,,Glycine cleavage system H protein,
Pseudomonas aeruginosa ,CDS,1267919,1270795,2877,+,958,,Glycine dehydrogenase [decarboxylating] (glycine cleavage system P protein) (EC 1.4.4.2),GO:0004375|glycine dehydrogenase (decarboxylating) activity
Pseudomonas aeruginosa ,CDS,1270830,1271159,330,-,109,,"Ribonucleotide reductase, alpha subunit",
Pseudomonas aeruginosa ,CDS,1271291,1271743,453,-,150,,Putative activity regulator of membrane protease YbbK,
Pseudomonas aeruginosa ,CDS,1271965,1273749,1785,-,594,,"Type II secretory pathway, ATPase PulE/Tfp pilus assembly pathway, ATPase PilB",
Pseudomonas aeruginosa ,CDS,1273787,1275151,1365,-,454,,Inorganic triphosphatase (EC 3.6.1.25),GO:0050355|triphosphatase activity
Pseudomonas aeruginosa ,CDS,1275265,1275942,678,+,225,,Phosphate transport regulator (distant homolog of PhoU),
Pseudomonas aeruginosa ,CDS,1275989,1277257,1269,+,422,,Probable low-affinity inorganic phosphate transporter,
Pseudomonas aeruginosa ,CDS,127723,128967,1245,-,414,,"Inner-membrane permease FptX, ferripyochelin @ Inner-membrane permease for ferric siderophore",
Pseudomonas aeruginosa ,CDS,1277357,1278511,1155,+,384,,N-acetylornithine deacetylase (EC 3.5.1.16),GO:0008777|acetylornithine deacetylase activity
Pseudomonas aeruginosa ,CDS,1278484,1279185,702,-,233,,UPF0056 inner membrane protein MarC,
Pseudomonas aeruginosa ,CDS,1279523,1280821,1299,+,432,,N-acetylglutamate synthase (EC 2.3.1.1),GO:0004042|acetyl-CoA:L-glutamate N-acetyltransferase activity
Pseudomonas aeruginosa ,CDS,1280864,1282447,1584,-,527,,Glutamate--cysteine ligase (EC 6.3.2.2),GO:0004357|glutamate-cysteine ligase activity
Pseudomonas aeruginosa ,CDS,12824,13333,510,-,169,,spermidine acetyltransferase,
Pseudomonas aeruginosa ,CDS,1282654,1283043,390,-,129,,"Uncharacterized protein, possibly involved in aromatic compounds catabolism",
Pseudomonas aeruginosa ,CDS,1283055,1285394,2340,-,779,,Transcription accessory protein (S1 RNA-binding domain),
Pseudomonas aeruginosa ,CDS,1285583,1286326,744,+,247,,Two-component system response regulator OmpR,
Pseudomonas aeruginosa ,CDS,1286421,1287740,1320,+,439,,Osmolarity sensory histidine kinase EnvZ,
Pseudomonas aeruginosa ,CDS,1287817,1288740,924,-,307,,Muramoyltetrapeptide carboxypeptidase (EC 3.4.17.13),
Pseudomonas aeruginosa ,CDS,1288931,1289836,906,-,301,,Ribosomal protein S6--L-glutamate ligase,
Pseudomonas aeruginosa ,CDS,128960,130465,1506,-,501,,Putative iron-regulated membrane protein FtpC in pyochelin gene cluster @ Putative iron-regulated membrane protein in siderophore cluster,
Pseudomonas aeruginosa ,CDS,1289968,1290468,501,-,166,,hypothetical protein sometimes fused to ribosomal protein S6 glutaminyl transferase,
Pseudomonas aeruginosa ,CDS,1290606,1291007,402,+,133,,Ribosome-associated heat shock protein implicated in the recycling of the 50S subunit (S4 paralog),
Pseudomonas aeruginosa ,CDS,1291045,1291848,804,-,267,,Membrane-associated phospholipid phosphatase,
Pseudomonas aeruginosa ,CDS,1291961,1292854,894,+,297,,33 kDa chaperonin HslO,
Pseudomonas aeruginosa ,CDS,1292970,1294511,1542,+,513,,Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49),GO:0004612|phosphoenolpyruvate carboxykinase (ATP) activity
Pseudomonas aeruginosa ,CDS,1294569,1294925,357,-,118,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,1295178,1295780,603,+,200,,Putative nitroreductase,
Pseudomonas aeruginosa ,CDS,1295795,1296703,909,-,302,,"Transcriptional regulator, LysR family",
Pseudomonas aeruginosa ,CDS,1296846,1298081,1236,+,411,,Enoyl-CoA hydratase (EC 4.2.1.17) / Delta(3)-cis-delta(2)-trans-enoyl-CoA isomerase (EC 5.3.3.8) / 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35) / 3-hydroxybutyryl-CoA epimerase (EC 5.1.2.3),GO:0004300|enoyl-CoA hydratase activity;GO:0004165|dodecenoyl-CoA delta-isomerase activity;GO:0003857|3-hydroxyacyl-CoA dehydrogenase activity;GO:0008692|3-hydroxybutyryl-CoA epimerase activity
Pseudomonas aeruginosa ,CDS,1298083,1299873,1791,+,596,,Acyl-CoA dehydrogenase 2 [fadN-fadA-fadE operon] (EC 1.3.8.7),
Pseudomonas aeruginosa ,CDS,1299900,1301063,1164,+,387,,Alcohol dehydrogenase,
Pseudomonas aeruginosa ,CDS,1301086,1301529,444,+,147,,putative 4-hydroxybenzoyl-CoA thioesterase,
Pseudomonas aeruginosa ,CDS,1301511,1302068,558,-,185,,Periplasmic chorismate mutase I precursor (EC 5.4.99.5),GO:0004106|chorismate mutase activity
Pseudomonas aeruginosa ,CDS,1302293,1302508,216,+,71,,Carbon storage regulator (could also regulate swarming and quorum sensing),
Pseudomonas aeruginosa ,CDS,1302577,1302984,408,-,135,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,1303083,1303598,516,-,171,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,1303908,1306229,2322,-,773,,Putative formate dehydrogenase oxidoreductase protein,
Pseudomonas aeruginosa ,CDS,130467,130748,282,-,93,,Hypothetical protein FtpB in pyochelin gene cluster @ Hypothetical protein FtpB in siderophore gene cluster,
Pseudomonas aeruginosa ,CDS,1306237,1307076,840,-,279,,Sulfur carrier protein FdhD,
Pseudomonas aeruginosa ,CDS,1307173,1308054,882,-,293,,LysR-family transcriptional regulator PA5179,
Pseudomonas aeruginosa ,CDS,130748,132910,2163,-,720,,Outer membrane receptor for ferric-pyochelin FptA @ Outer membrane receptor for ferric siderophore,
Pseudomonas aeruginosa ,CDS,1308228,1308665,438,+,145,,Uncharacterized LysM domain protein YgaU,
Pseudomonas aeruginosa ,CDS,1308820,1309485,666,-,221,,GMP/IMP nucleotidase YrfG,
Pseudomonas aeruginosa ,CDS,1309611,1310177,567,+,188,,ADP compounds hydrolase NudE,
Pseudomonas aeruginosa ,CDS,1310174,1310995,822,+,273,,"3'(2'),5'-bisphosphate nucleotidase (EC 3.1.3.7)","GO:0008441|3'(2'),5'-bisphosphate nucleotidase activity"
Pseudomonas aeruginosa ,CDS,1311042,1312946,1905,-,634,,3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41),GO:0004315|3-oxoacyl-[acyl-carrier-protein] synthase activity
Pseudomonas aeruginosa ,CDS,1313362,1314294,933,-,310,,Carbamate kinase (EC 2.7.2.2),GO:0008804|carbamate kinase activity
Pseudomonas aeruginosa ,CDS,1314355,1315365,1011,-,336,,Ornithine carbamoyltransferase (EC 2.1.3.3),GO:0004585|ornithine carbamoyltransferase activity
Pseudomonas aeruginosa ,CDS,1315445,1316701,1257,-,418,,Arginine deiminase (EC 3.5.3.6),GO:0016990|arginine deiminase activity
Pseudomonas aeruginosa ,CDS,1316723,1318171,1449,-,482,,Arginine/ornithine antiporter ArcD,
Pseudomonas aeruginosa ,CDS,1318966,1320249,1284,-,427,,"TRAP-type C4-dicarboxylate transport system, large permease component",
Pseudomonas aeruginosa ,CDS,1320246,1320878,633,-,210,,"TRAP-type C4-dicarboxylate transport system, small permease component",
Pseudomonas aeruginosa ,CDS,1320897,1321892,996,-,331,,"TRAP-type C4-dicarboxylate transport system, periplasmic component",
Pseudomonas aeruginosa ,CDS,1322133,1323521,1389,-,462,,C4-dicarboxylate transport transcriptional regulatory protein,
Pseudomonas aeruginosa ,CDS,1323518,1325317,1800,-,599,,Signal transduction histidine kinase regulating C4-dicarboxylate transport system,
Pseudomonas aeruginosa ,CDS,1325416,1325961,546,-,181,,"dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13)","GO:0008830|dTDP-4-dehydrorhamnose 3,5-epimerase activity"
Pseudomonas aeruginosa ,CDS,1325961,1326842,882,-,293,,Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24),GO:0008879|glucose-1-phosphate thymidylyltransferase activity
Pseudomonas aeruginosa ,CDS,1326839,1327747,909,-,302,,dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133),GO:0008831|dTDP-4-dehydrorhamnose reductase activity
Pseudomonas aeruginosa ,CDS,1327744,1328802,1059,-,352,,"dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)","GO:0008460|dTDP-glucose 4,6-dehydratase activity"
Pseudomonas aeruginosa ,CDS,1329187,1330716,1530,-,509,,"Multidrug efflux system EmrAB-OMF, inner-membrane proton/drug antiporter EmrB (MFS type)",
Pseudomonas aeruginosa ,CDS,133002,134726,1725,-,574,,"ABC efflux pump, fused inner membrane and ATPase subunits in pyochelin gene cluster @ Putative ABC iron siderophore transporter, fused permease and ATPase domains",
Pseudomonas aeruginosa ,CDS,1330727,1331911,1185,-,394,,"Multidrug efflux system EmrAB-OMF, membrane fusion component EmrA",
Pseudomonas aeruginosa ,CDS,1331926,1333404,1479,-,492,,Outer membrane factor (OMF) lipoprotein associated wth EmrAB-OMF efflux system,
Pseudomonas aeruginosa ,CDS,1333408,1333878,471,-,156,,"Transcriptional regulator, MarR family",
Pseudomonas aeruginosa ,CDS,1334282,1335502,1221,-,406,,SAM-dependent methyltransferase,
Pseudomonas aeruginosa ,CDS,1335571,1336263,693,-,230,,"ABC transporter, permease protein (cluster 3, basic aa/glutamine/opines)",
Pseudomonas aeruginosa ,CDS,1336260,1336955,696,-,231,,"ABC transporter, permease protein (cluster 3, basic aa/glutamine/opines)",
Pseudomonas aeruginosa ,CDS,1337017,1337769,753,-,250,,"ABC transporter, substrate-binding protein (cluster 3, basic aa/glutamine/opines)",
Pseudomonas aeruginosa ,CDS,1337784,1338557,774,-,257,,"ABC transporter, ATP-binding protein (cluster 3, basic aa/glutamine/opines)",
Pseudomonas aeruginosa ,CDS,1338806,1339495,690,-,229,,Uncharacterized membrane-anchored protein,
Pseudomonas aeruginosa ,CDS,1339654,1340391,738,+,245,,Putative short-chain dehydrogenase,
Pseudomonas aeruginosa ,CDS,1340637,1341719,1083,-,360,,Oxidoreductase,
Pseudomonas aeruginosa ,CDS,1341747,1342019,273,-,90,,FIG001341: Probable Fe(2+)-trafficking protein YggX,
Pseudomonas aeruginosa ,CDS,1342063,1343130,1068,-,355,,A/G-specific adenine glycosylase (EC 3.2.2.-),GO:0000701|purine-specific mismatch base pair DNA N-glycosylase activity;GO:0000701|uracil DNA N-glycosylase activity;GO:0000701|single-strand selective uracil DNA N-glycosylase activity;GO:0000701|DNA N-glycosylase activity;GO:0000701|DNA-3-methylbase glycosylase activity;GO:0000701|nicotinamide riboside hydrolase activity;GO:0000701|nicotinic acid riboside hydrolase activity;GO:0000701|deoxyribonucleoside 5'-monophosphate N-glycosidase activity
Pseudomonas aeruginosa ,CDS,1343127,1345379,2253,-,750,,A/G-specific adenine glycosylase (EC 3.2.2.-),GO:0000701|purine-specific mismatch base pair DNA N-glycosylase activity;GO:0000701|uracil DNA N-glycosylase activity;GO:0000701|single-strand selective uracil DNA N-glycosylase activity;GO:0000701|DNA N-glycosylase activity;GO:0000701|DNA-3-methylbase glycosylase activity;GO:0000701|nicotinamide riboside hydrolase activity;GO:0000701|nicotinic acid riboside hydrolase activity;GO:0000701|deoxyribonucleoside 5'-monophosphate N-glycosidase activity
Pseudomonas aeruginosa ,CDS,1345473,1346579,1107,-,368,,Aminobutyraldehyde dehydrogenase (EC 1.2.1.19),GO:0019145|aminobutyraldehyde dehydrogenase activity
Pseudomonas aeruginosa ,CDS,1346576,1346812,237,-,78,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,1346849,1347247,399,-,132,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,134723,136435,1713,-,570,,"ABC efflux pump, fused inner membrane and ATPase subunits in pyochelin gene cluster @ Putative ABC iron siderophore transporter, fused permease and ATPase domains",
Pseudomonas aeruginosa ,CDS,1347408,1348001,594,+,197,,Imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19),GO:0004424|imidazoleglycerol-phosphate dehydratase activity
Pseudomonas aeruginosa ,CDS,1348001,1348639,639,+,212,,Imidazole glycerol phosphate synthase amidotransferase subunit HisH,
Pseudomonas aeruginosa ,CDS,1348643,1348903,261,+,86,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,1348952,1349689,738,+,245,,Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase (EC 5.3.1.16),GO:0003949|1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity
Pseudomonas aeruginosa ,CDS,1349700,1350470,771,+,256,,Imidazole glycerol phosphate synthase cyclase subunit,
Pseudomonas aeruginosa ,CDS,1350642,1351388,747,+,248,,"ABC-type amino acid transport/signal transduction system, periplasmic component/domain",
Pseudomonas aeruginosa ,CDS,1351479,1352231,753,+,250,,"ABC-type amino acid transport/signal transduction system, periplasmic component/domain",
Pseudomonas aeruginosa ,CDS,1352381,1353136,756,+,251,,"ABC-type amino acid transport/signal transduction system, periplasmic component/domain",
Pseudomonas aeruginosa ,CDS,1353173,1354654,1482,-,493,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,1354723,1355496,774,-,257,,"Putative periplasmic protein YibQ, distant homology with nucleoside diphosphatase and polysaccharide deacetylase",
Pseudomonas aeruginosa ,CDS,1355496,1356806,1311,-,436,,Carboxyl-terminal protease (EC 3.4.21.102),
Pseudomonas aeruginosa ,CDS,1356835,1358121,1287,-,428,,Murein hydrolase activator EnvC,
Pseudomonas aeruginosa ,CDS,1358271,1359089,819,-,272,,putative membrane protein,
Pseudomonas aeruginosa ,CDS,1359358,1360905,1548,-,515,,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase (EC 5.4.2.12)",
Pseudomonas aeruginosa ,CDS,1361230,1361649,420,+,139,,Rhodanese-related sulfurtransferase YibN,
Pseudomonas aeruginosa ,CDS,1361651,1361905,255,+,84,,Glutaredoxin 3 (Grx3),
Pseudomonas aeruginosa ,CDS,1361942,1362433,492,+,163,,Protein-export protein SecB (maintains pre-export unfolded state),
Pseudomonas aeruginosa ,CDS,1362492,1362953,462,-,153,,tRNA (cytidine(34)-2'-O)-methyltransferase (EC 2.1.1.207),
Pseudomonas aeruginosa ,CDS,1362952,1363419,468,+,155,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,1363517,1364023,507,-,168,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,1364224,1365654,1431,-,476,,"Nitrogen regulation protein NR(I), GlnG (=NtrC)",
Pseudomonas aeruginosa ,CDS,136432,137481,1050,-,349,,"Pyochelin biosynthetic protein PchG, oxidoreductase (NAD-binding) @ Thiazolinyl imide reductase in siderophore biosynthesis gene cluster",
Pseudomonas aeruginosa ,CDS,1365657,1366733,1077,-,358,,Nitrogen regulation protein NtrB (EC 2.7.13.3),GO:0004673|protein histidine kinase activity
Pseudomonas aeruginosa ,CDS,1367004,1367576,573,-,190,,"DNA-directed RNA polymerase, beta subunit/140 kD subunit",
Pseudomonas aeruginosa ,CDS,1367573,1368094,522,-,173,,"DNA-directed RNA polymerase, beta subunit/140 kD subunit",
Pseudomonas aeruginosa ,CDS,1368382,1370589,2208,+,735,,Potassium efflux system KefA protein / Small-conductance mechanosensitive channel,
Pseudomonas aeruginosa ,CDS,1370586,1370990,405,-,134,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,1371138,1372547,1410,-,469,,Glutamine synthetase type I (EC 6.3.1.2),GO:0004356|glutamate-ammonia ligase activity
Pseudomonas aeruginosa ,CDS,1372884,1374338,1455,+,484,,tRNA 4-thiouridine synthase (EC 2.8.1.4) / Rhodanese-like domain required for thiamine synthesis,
